customer_id,region,income,coupons,age,eats_breakfast,net_value
106,38,1440,1,33,1,34
107,30,880,0,27,1,-114
108,6,2559,0,27,1,-128
109,31,1578,1,30,1,-74
110,15,2213,1,32,0,-25
111,49,693,0,22,0,-45
112,31,1256,0,25,1,-116
113,31,533,0,24,1,-122
114,20,982,1,28,1,-50
115,18,3800,0,26,0,344
116,40,5901,0,28,0,2366
117,19,656,0,28,0,-25
118,2,2438,1,29,0,443
119,21,2883,1,29,0,369
120,7,1236,0,24,0,-31
121,34,8508,0,24,0,932
122,9,514,0,28,0,0
123,28,875,0,24,0,-11
124,31,1225,1,28,1,111
125,15,3819,0,24,1,173
126,10,628,0,27,1,52
127,0,4598,0,25,0,1024
128,13,533,0,26,1,-31
129,17,1711,0,25,0,53
130,38,5419,0,25,0,1399
131,19,7930,0,27,1,3891
132,38,4554,0,27,1,582
133,17,2899,0,27,0,-49
134,43,1235,0,28,0,-12
135,25,868,0,28,1,-403
136,12,1600,1,29,1,-75
137,32,923,0,27,0,11
138,14,2549,1,30,1,3
139,10,774,1,36,1,-27
140,1,997,1,32,1,-130
141,30,819,0,27,0,-112
142,44,689,1,29,0,7
143,34,2590,0,25,0,-351
144,3,1605,1,29,0,-74
145,10,887,0,26,0,66
146,1,1317,1,30,0,-132
147,25,4329,0,27,0,-315
148,17,3263,1,30,0,771
149,3,616,1,33,1,-77
150,21,3287,1,31,1,1510
151,26,1375,0,25,0,-43
152,27,1697,1,31,1,38
153,12,5438,1,32,1,-44
154,42,543,1,29,0,-51
155,3,2540,0,25,0,77
156,0,5969,0,24,0,1946
157,17,4238,1,30,0,154
158,48,1741,1,32,1,-77
159,40,3121,0,28,1,-3
160,27,1177,0,26,0,12
161,3,781,1,31,0,-37
162,14,1633,0,24,1,-16
163,27,778,0,27,0,26
164,46,1871,0,28,0,137
165,48,980,1,37,1,-82
166,34,1174,1,29,0,-401
167,41,2510,1,34,1,-58
168,32,1894,0,24,0,-23
169,0,3878,1,31,0,68
170,11,650,0,25,1,36
171,30,2128,1,29,0,-82
172,21,791,0,23,0,-68
173,12,4521,1,29,0,-28
174,5,3229,0,25,1,98
175,4,14641,1,30,0,876
176,10,2709,0,24,0,237
177,35,1029,1,31,0,-5
178,24,1165,0,25,1,-7
179,6,1363,0,22,0,-110
180,20,617,0,26,0,-28
181,4,782,1,28,1,-19
182,9,9860,0,25,0,1899
183,28,3135,0,27,1,118
184,11,2541,1,29,0,488
185,31,1503,0,23,0,-101
186,19,1536,0,26,1,-26
187,47,3601,0,26,1,88
188,10,2684,1,32,0,252
189,37,973,0,25,1,-349
190,30,4222,0,24,0,915
191,36,1156,1,34,0,-73
192,14,1454,1,30,1,-10
193,4,1293,0,27,0,26
194,32,3888,1,32,0,78
195,35,2083,0,26,1,69
196,31,800,0,25,0,-75
197,14,735,0,28,0,-20
198,34,655,0,28,1,-301
199,12,2574,1,28,0,723
200,31,2861,1,29,0,-105
201,8,649,0,27,1,-63
202,42,5376,1,30,0,-54
203,18,802,0,27,0,-54
204,45,3922,0,25,0,-25
205,39,2365,1,29,1,269
206,26,654,1,28,1,4
207,24,1039,0,27,0,-20
208,12,707,1,29,0,-80
209,0,1398,0,25,0,14
210,0,2777,0,24,0,36
211,49,561,1,35,1,-97
212,28,2182,1,30,1,-35
213,29,783,1,33,0,-40
214,27,718,1,29,0,29
215,43,1893,0,27,0,64
216,15,3694,1,30,0,242
217,27,861,0,27,0,-19
218,36,3486,1,32,1,853
219,47,5124,1,29,1,965
220,41,2030,0,26,1,56
221,25,2291,1,28,0,-51
222,10,1214,0,26,1,28
223,49,1349,1,29,0,-10
224,48,2459,1,30,1,20
225,35,3284,1,36,0,-22
226,22,590,1,29,0,-32
227,44,4318,0,26,1,405
228,35,2033,0,25,0,165
229,49,6218,0,21,0,-26
230,15,2477,1,28,0,381
231,18,4671,0,27,0,1047
232,24,1016,1,29,0,-48
233,25,6125,1,28,0,108
234,5,1814,0,23,1,27
235,18,1311,0,26,0,-104
236,38,1315,1,29,1,23
237,44,1765,1,30,0,-40
238,29,5794,1,32,1,362
239,46,726,0,24,0,23
240,36,2102,1,32,1,-70
241,37,1080,1,32,0,-384
242,49,504,0,27,0,-5
243,34,1419,1,33,0,-408
244,42,2883,0,26,1,22
245,3,937,0,27,0,-15
246,2,782,0,23,0,-84
247,34,5405,1,33,0,-409
248,19,4536,0,28,0,907
249,13,2755,0,25,0,116
250,5,5105,0,26,1,87
251,8,3914,0,26,1,866
252,38,1523,1,29,0,-21
253,32,1907,0,27,0,54
254,16,1123,0,26,0,41
255,36,960,1,28,0,5
256,5,1757,1,29,0,84
257,36,1735,0,28,0,9
258,28,10230,0,24,0,1108
259,39,3699,0,27,0,563
260,14,1210,1,29,1,-27
261,25,700,0,23,0,-377
262,29,5162,0,27,0,549
263,23,524,0,23,0,-244
264,46,942,1,28,1,-42
265,14,3084,1,32,0,19
266,44,7257,1,28,1,705
267,30,1708,1,31,1,-43
268,12,1714,0,26,1,-36
269,39,2392,0,28,0,-39
270,9,6358,0,25,1,155
271,20,2527,1,32,1,4
272,38,590,1,31,0,-14
273,28,1344,0,26,1,-11
274,34,4434,0,23,0,-363
275,9,2168,0,25,0,-10
276,2,1491,0,26,0,-79
277,29,2251,1,36,1,-47
278,42,3494,0,26,0,171
279,14,721,1,28,0,-41
280,17,2626,1,32,1,145
281,46,1702,1,28,0,-43
282,3,679,0,25,1,-18
283,31,4252,0,27,0,106
284,20,2090,1,29,0,319
285,40,4039,1,31,1,7
286,19,1592,0,24,0,130
287,43,3641,1,34,0,-83
288,16,916,0,27,1,22
289,20,3353,1,28,1,1384
290,12,3596,1,35,0,-97
291,39,641,0,25,0,-127
292,36,881,0,28,0,-9
293,31,1415,1,32,1,-41
294,6,2482,1,31,0,-119
295,31,719,0,26,0,-94
296,28,2142,1,30,1,11
297,22,685,0,26,0,-3
298,13,2154,1,31,1,-54
299,19,2814,0,27,1,210
300,47,3923,0,27,1,283
301,49,1878,0,25,0,-75
302,21,1525,1,35,1,-126
303,20,8556,0,26,0,1169
304,0,1520,1,29,0,-40
305,15,4909,1,30,1,73
306,31,1131,1,31,1,-128
307,46,720,1,29,1,-37
308,25,1182,0,27,0,-360
309,43,5515,0,24,1,1014
310,38,3232,1,30,1,-98
311,3,8515,1,33,1,-75
312,16,1235,0,25,0,28
313,16,2216,0,24,0,20
314,29,5194,0,27,0,1574
315,0,2117,1,34,1,-60
316,35,3235,1,30,1,40
317,18,7056,1,29,0,475
318,10,867,1,29,1,-17
319,10,681,1,29,1,-5
320,17,6066,1,31,0,258
321,37,935,0,26,0,-297
322,44,1978,1,32,1,157
323,18,1401,0,24,1,-75
324,2,6151,0,25,1,159
325,29,1892,1,32,0,-21
326,5,1470,1,32,1,-80
327,34,597,1,31,1,-402
328,17,799,0,27,0,-28
329,29,887,0,27,1,-32
330,44,729,0,26,0,-21
331,16,2045,1,30,0,148
332,23,538,1,28,1,-266
333,36,4924,1,31,0,472
334,15,1316,1,28,1,-24
335,17,1961,1,30,1,-60
336,47,2063,1,33,0,-36
337,20,703,1,30,1,-66
338,38,1590,1,31,1,-101
339,13,837,1,28,0,-53
340,12,1108,1,33,1,-90
341,5,990,0,27,0,-33
342,12,2008,1,29,1,11
343,17,2846,1,33,0,-4
344,27,3209,0,28,0,44
345,36,4021,1,31,1,-68
346,0,3046,1,29,0,1766
347,20,5194,1,34,1,-68
348,24,1036,0,24,0,4
349,0,1577,0,24,0,-17
350,39,3539,1,30,0,-61
351,7,2575,1,29,1,1340
352,36,636,0,25,0,-27
353,0,1876,0,27,0,30
354,39,1860,1,29,1,-155
355,18,2746,0,26,0,49
356,37,572,0,26,1,-378
357,23,983,0,25,0,-228
358,16,601,0,28,1,49
359,43,1353,0,27,0,-27
360,29,6449,1,32,0,71
361,23,634,0,27,0,-257
362,17,2029,0,25,0,33
363,27,3784,0,24,0,720
364,7,1795,1,31,1,-12
365,21,6003,0,25,0,615
366,12,4226,1,28,0,97
367,32,4416,0,27,0,571
368,23,1398,1,31,1,-205
369,33,605,1,30,1,-179
370,17,1461,1,29,0,-25
371,39,4301,1,29,0,54
372,27,3433,0,28,1,341
373,0,2982,1,33,0,120
374,7,1289,0,24,1,74
375,15,4852,1,30,1,-25
376,2,1351,0,23,0,-91
377,36,4775,1,33,1,-69
378,48,2081,1,29,1,131
379,32,1236,1,29,0,-52
380,6,757,1,29,0,-110
381,37,1966,1,30,1,-369
382,48,3256,0,21,0,-57
383,21,1450,0,21,0,-97
384,37,1496,0,27,1,-329
385,47,1571,0,28,0,69
386,31,2961,0,22,0,-82
387,37,1956,1,29,0,-385
388,22,1971,1,29,0,-38
389,37,2146,1,35,1,-390
390,31,1229,1,31,1,-121
391,1,1856,0,28,0,-36
392,46,1397,0,25,0,7
393,11,8501,0,28,1,3216
394,23,1315,0,26,0,-188
395,34,2377,0,26,0,-337
396,42,1882,1,30,1,-37
397,43,949,1,28,0,-76
398,38,1824,1,28,1,-56
399,10,1531,1,31,0,-21
400,28,517,1,29,0,-24
401,44,810,1,36,0,-53
402,15,5808,0,26,0,1119
403,1,1282,1,33,1,-136
404,10,4264,0,27,0,711
405,8,2396,1,29,1,332
406,17,2847,0,27,0,-48
407,17,799,1,32,1,-58
408,19,4950,1,29,0,6
409,43,1150,1,31,0,-27
410,43,560,1,28,1,-82
411,28,2133,0,25,0,-11
412,45,5118,0,27,1,192
413,6,2127,0,27,1,5
414,27,2016,1,32,0,132
415,16,2642,1,31,0,-13
416,7,969,0,25,0,44
417,49,640,0,25,1,-68
418,24,533,1,30,1,-37
419,45,2203,0,27,0,85
420,41,1516,1,32,1,-38
421,24,5586,1,30,0,-6
422,43,887,1,34,1,-86
423,37,694,1,32,0,-358
424,7,635,0,28,0,-22
425,46,1347,1,31,1,28
426,14,1419,1,30,0,7
427,44,4266,0,27,1,191
428,35,1221,0,27,0,87
429,22,1944,1,34,1,-45
430,15,1519,0,25,0,1
431,35,1446,0,28,0,30
432,18,885,1,32,1,-94
433,17,6433,1,29,0,0
434,22,2312,1,29,0,-23
435,16,3017,0,26,1,101
436,25,1719,0,25,0,-356
437,38,5979,0,27,0,1388
438,20,1254,1,33,0,-30
439,24,1579,1,29,1,109
440,48,3805,0,26,1,319
441,16,1531,0,25,0,102
442,13,922,0,28,0,16
443,47,5760,0,27,1,487
444,40,929,0,27,1,-8
445,5,1722,0,26,0,-75
446,5,7653,0,28,0,2086
447,26,1174,1,31,1,-58
448,30,2914,1,28,0,45
449,48,4306,0,24,1,469
450,21,3945,1,28,0,65
451,28,2966,0,26,0,89
452,12,5658,0,28,0,1784
453,49,1640,0,27,0,-5
454,25,1397,1,29,1,-342
455,6,3641,1,33,0,-138
456,21,687,1,31,1,-93
457,32,2551,0,27,0,10
458,11,4930,0,26,1,1025
459,31,1830,1,30,0,-113
460,5,1887,1,30,0,30
461,47,2116,0,24,0,118
462,46,1035,0,24,1,25
463,11,588,0,28,0,-37
464,28,2889,0,26,0,251
465,49,1317,1,30,1,-86
466,49,2884,0,25,1,7
467,32,5090,0,27,0,1266
468,11,658,0,23,0,-20
469,0,581,1,28,1,-56
470,18,2505,1,31,1,24
471,10,1156,1,30,1,-20
472,11,1359,1,29,0,-43
473,25,2435,0,26,1,-369
474,20,1988,1,32,1,0
475,23,1774,1,29,0,-258
476,26,980,0,26,0,-5
477,26,1409,1,34,1,244
478,26,3264,1,33,1,0
479,19,3300,1,30,1,-37
480,45,2462,0,27,0,199
481,27,1338,0,25,0,12
482,9,2631,1,34,0,-40
483,9,766,0,27,1,-4
484,28,1102,0,27,0,0
485,39,1020,0,26,0,-104
486,4,2442,0,26,1,87
487,27,4956,1,29,1,2218
488,31,4361,0,24,1,81
489,43,1110,0,26,0,-50
490,10,1866,1,32,0,-21
491,9,7020,0,27,0,4491
492,35,4450,0,24,0,208
493,1,530,0,26,1,-101
494,31,1459,0,23,0,-115
495,4,1914,0,23,0,0
496,4,1207,1,30,0,-30
497,23,3192,1,29,1,-263
498,35,808,1,30,1,-10
499,25,873,0,26,0,-345
500,48,2692,0,27,0,190
501,29,1290,1,28,0,11
502,3,991,1,30,1,-60
503,2,1055,0,25,1,-85
504,11,1148,1,35,1,-50
505,43,1054,0,25,1,-43
506,10,2393,1,30,0,-20
507,0,610,1,29,0,-46
508,33,1334,1,32,0,-186
509,2,996,1,31,0,-54
510,43,1075,1,31,1,-71
511,2,1782,0,25,0,12
512,29,5404,0,27,0,1437
513,5,2829,1,30,0,-82
514,34,1238,0,25,1,-312
515,9,1009,1,32,0,-16
516,23,4375,1,30,1,296
517,6,916,1,31,0,-136
518,34,842,1,28,0,-371
519,34,1372,0,25,1,-326
520,37,787,1,29,1,-391
521,6,7217,0,25,1,5570
522,20,832,0,25,0,-14
523,40,1267,1,29,0,-49
524,17,3474,1,29,0,806
525,9,1212,1,32,1,-37
526,5,2457,0,27,1,-3
527,39,601,1,30,0,-153
528,12,3467,1,35,1,-94
529,43,1167,1,31,1,-80
530,14,1473,1,29,1,-7
531,40,1923,0,27,0,60
532,39,7484,0,25,0,6165
533,35,2433,0,23,0,78
534,13,1077,0,24,1,-50
535,48,6034,0,26,0,2474
536,28,647,1,28,0,-18
537,4,522,1,28,0,-32
538,22,881,1,30,1,-39
539,12,3090,0,28,0,139
540,45,1282,1,31,0,-90
541,24,1581,0,28,0,133
542,39,4530,1,28,0,1684
543,41,969,0,27,0,0
544,32,1095,1,31,1,-69
545,3,9460,0,23,0,-28
546,26,1333,1,31,0,-60
547,1,1743,0,25,0,-87
548,2,6661,1,30,0,2145
549,45,2919,1,28,1,-6
550,31,1639,0,26,1,65
551,11,1146,0,26,0,47
552,37,2724,0,25,0,-248
553,40,796,0,24,0,-2
554,12,5477,0,27,0,893
555,38,4338,0,26,1,239
556,43,3369,0,23,0,-49
557,8,1663,0,25,0,-75
558,22,930,1,29,1,101
559,42,2593,0,26,1,0
560,16,517,0,25,0,-14
561,40,2421,1,35,0,-68
562,34,5182,0,24,0,1719
563,0,1211,0,28,0,16
564,31,2377,0,23,0,-89
565,48,777,0,27,0,-36
566,8,1308,1,30,0,-48
567,37,3392,0,26,1,-283
568,42,521,0,24,0,-4
569,44,929,0,26,1,-20
570,47,4899,0,27,0,1456
571,25,2032,1,32,1,-427
572,26,2043,1,32,1,-65
573,35,1424,0,27,1,41
574,9,1726,1,32,1,-36
575,0,3891,0,25,1,-8
576,47,6814,1,33,1,152
577,19,667,1,28,1,3
578,1,6539,1,28,0,1023
579,14,7379,0,26,0,1490
580,23,2867,1,28,0,305
581,1,639,1,28,0,-115
582,10,536,1,37,0,-26
583,43,4721,0,25,0,550
584,2,1235,0,24,0,-69
585,36,3364,0,26,1,-11
586,35,979,0,26,0,8
587,25,957,1,29,0,-342
588,41,5919,0,28,0,901
589,0,524,0,26,1,13
590,10,1737,1,39,1,-27
591,41,3323,1,31,0,226
592,26,1740,0,26,0,64
593,21,1015,0,24,1,-65
594,9,643,0,25,0,-12
595,22,1411,0,25,0,52
596,48,2133,1,30,0,-79
597,20,846,0,27,1,-25
598,1,1609,1,31,1,-131
599,43,2318,0,23,0,138
600,16,1430,0,25,0,32
601,4,674,0,26,1,28
602,36,4586,0,26,0,329
603,4,3793,0,28,0,178
604,1,4786,0,25,1,959
605,0,2070,0,25,0,61
606,26,1021,1,28,1,-28
607,15,1004,0,22,0,28
608,0,4441,1,30,1,368
609,47,600,1,28,1,-27
610,27,7399,1,29,0,921
611,2,2262,1,30,0,79
612,16,810,0,28,0,8
613,10,3199,1,32,1,-18
614,29,515,0,26,0,-20
615,47,632,1,33,1,-40
616,28,2931,0,25,0,79
617,25,3464,1,30,1,-431
618,41,2588,1,33,1,-57
619,47,5218,1,29,0,412
620,33,1362,1,31,0,-146
621,43,1021,0,22,0,-43
622,25,792,0,27,1,-314
623,42,3022,1,30,1,-52
624,22,2584,1,31,1,-6
625,36,1742,0,26,0,76
626,9,968,1,28,0,-26
627,0,1200,1,31,0,-52
628,10,1337,0,27,1,150
629,47,4069,0,26,1,329
630,33,874,0,22,1,-155
631,38,947,1,31,1,-100
632,1,1580,0,28,1,-88
633,25,574,0,24,0,-374
634,9,5990,0,23,0,1306
635,36,2974,0,28,0,-17
636,14,3852,0,25,1,198
637,44,1868,1,29,1,178
638,17,5329,0,26,0,533
639,30,4775,0,27,0,-111
640,41,1801,1,35,1,-54
641,23,3987,1,29,1,-71
642,33,1063,1,33,0,-165
643,15,1425,1,34,0,-36
644,26,3307,1,29,0,-65
645,17,4353,0,25,0,472
646,40,817,1,30,1,-60
647,2,2575,1,28,1,1570
648,31,1445,0,26,0,-104
649,19,4824,0,23,1,5
650,33,6059,1,28,0,-105
651,21,1701,0,25,0,-3
652,2,2113,1,31,1,-114
653,2,3336,0,26,0,-80
654,16,5316,1,28,1,388
655,10,4768,0,24,0,360
656,22,1021,0,25,1,-25
657,18,1141,1,29,0,-93
658,35,1877,0,26,1,123
659,5,4372,1,35,0,-88
660,43,8271,0,25,0,3256
661,28,3137,0,26,0,-27
662,0,780,0,27,1,-34
663,8,1542,1,31,1,-62
664,11,2375,0,28,0,-16
665,6,821,0,28,0,-33
666,23,1319,0,26,1,-166
667,19,3116,0,20,0,5
668,24,727,0,26,0,8
669,14,649,0,25,0,-27
670,18,2504,0,28,1,44
671,29,2920,1,30,0,441
672,21,1246,0,23,1,-96
673,27,1673,0,27,0,19
674,42,3137,1,33,0,340
675,43,2102,0,25,0,-6
676,40,4988,1,29,0,-61
677,28,3606,1,28,1,1274
678,32,855,0,24,1,-9
679,39,1938,1,33,1,-155
680,37,3519,1,33,0,-388
681,31,517,0,25,0,-112
682,28,6642,1,31,1,-36
683,18,1354,0,25,1,-45
684,45,1220,1,30,0,-65
685,26,1945,0,27,1,4
686,7,2444,1,28,1,1020
687,12,1333,1,31,0,-89
688,38,2423,1,33,1,-100
689,49,7074,1,28,0,47
690,7,705,1,28,1,-48
691,49,3576,0,25,0,181
692,22,6960,0,22,0,-17
693,34,1631,1,28,1,-310
694,23,3877,1,29,1,-89
695,34,2267,0,26,1,-292
696,22,2945,1,29,0,524
697,12,2271,1,30,1,82
698,23,3283,0,26,1,317
699,36,3221,0,25,1,250
700,10,1934,1,28,1,449
701,6,2534,1,34,1,-143
702,2,3693,1,32,1,390
703,26,759,1,32,1,-60
704,15,1565,1,37,1,-32
705,16,6564,1,32,0,-39
706,46,4884,0,23,0,867
707,12,5021,0,24,1,345
708,39,1164,0,27,0,-106
709,22,1615,0,25,0,73
710,29,1385,1,33,1,-44
711,39,867,1,29,0,-155
712,42,968,1,29,1,50
713,25,1429,0,24,0,-371
714,38,2476,0,25,1,34
715,6,3865,0,27,1,-27
716,36,1768,1,34,1,-72
717,15,1969,0,24,1,-1
718,27,963,1,29,1,-15
719,22,3593,1,32,0,-40
720,9,626,0,26,0,-7
721,44,2383,0,26,0,-1
722,43,5039,0,24,0,-47
723,23,8974,0,24,0,2119
724,48,1232,1,31,0,-75
725,47,8780,1,29,0,-37
726,31,3725,0,25,0,-9
727,15,985,0,22,0,3
728,7,5459,1,29,0,1913
729,14,2881,1,28,1,-45
730,15,3028,0,25,1,121
731,2,1627,0,25,0,36
732,28,3077,1,31,0,-35
733,40,4645,1,29,0,2722
734,17,4277,0,23,0,922
735,49,1525,1,31,1,-88
736,19,1747,0,23,0,-1
737,1,603,1,29,1,-118
738,2,1738,0,25,0,9
739,0,8890,1,28,1,616
740,44,1031,1,30,1,-40
741,25,2724,1,31,1,-302
742,33,2884,1,31,0,-187
743,39,2313,1,32,1,-4
744,3,2591,0,25,0,185
745,18,602,0,27,0,-80
746,42,521,1,28,0,-35
747,17,2401,0,25,0,212
748,23,4754,1,31,0,1167
749,17,732,1,28,0,54
750,22,1118,0,26,0,85
751,10,1055,1,31,1,-21
752,44,1580,0,28,1,-22
753,30,1670,1,35,1,-175
754,39,1857,0,26,0,-33
755,0,1582,0,28,1,38
756,33,3906,1,30,1,-82
757,7,3023,1,28,0,274
758,30,5520,1,29,0,68
759,10,2974,0,23,0,16
760,49,1190,0,27,1,34
761,19,3624,0,26,0,1
762,26,4710,1,29,1,49
763,1,882,0,27,0,-89
764,47,3864,0,27,0,370
765,7,8962,0,24,0,1660
766,48,1147,1,32,0,-73
767,19,9590,0,24,1,2600
768,18,660,1,30,1,-113
769,12,928,1,29,0,-77
770,32,781,0,24,1,-15
771,12,623,0,25,0,-65
772,4,3007,1,28,1,634
773,35,2498,1,29,1,48
774,29,570,1,28,1,-37
775,21,854,1,32,1,-27
776,26,1134,1,31,1,-62
777,30,627,0,28,0,-131
778,48,869,1,29,1,-18
779,5,2795,1,28,0,-5
780,42,762,0,27,1,-36
781,1,1666,1,32,1,-131
782,3,1487,0,26,1,-46
783,10,1040,1,33,1,-26
784,15,1598,0,24,0,78
785,34,1486,1,29,1,-364
786,19,833,1,29,0,-35
787,25,1740,0,23,0,-402
788,41,1919,0,27,1,271
789,25,1318,1,31,0,-424
790,22,1434,1,32,0,-35
791,3,1388,0,23,0,39
792,24,5183,0,27,0,98
793,18,931,0,27,1,-84
794,3,3044,1,28,1,61
795,41,3423,0,26,1,81
796,10,2078,0,25,0,45
797,19,1789,1,28,1,-32
798,41,793,0,26,1,-30
799,25,2175,1,29,1,-335
800,11,1403,0,27,1,40
801,20,3253,1,30,1,40
802,11,1439,1,30,1,-47
803,11,843,0,28,0,-31
804,16,5634,0,27,0,618
805,40,4583,1,29,1,3311
806,10,849,1,33,1,-14
807,25,975,0,25,0,-418
808,38,5785,1,29,1,-59
809,4,1555,1,30,1,-23
810,15,710,0,26,0,51
811,44,7958,0,26,0,308
812,2,3355,1,32,0,-114
813,36,952,1,29,0,-67
814,23,934,1,30,1,-268
815,26,3072,1,30,0,-60
816,13,1420,0,27,1,25
817,19,2327,1,31,1,13
818,42,7642,1,30,0,778
819,4,3548,0,28,0,352
820,45,4285,1,31,1,-93
821,22,575,0,28,0,-21
822,48,1083,0,28,0,-54
823,46,1937,0,26,0,81
824,49,3269,0,21,0,-56
825,27,593,0,25,0,16
826,4,1090,1,32,0,-27
827,10,1030,0,25,1,2
828,36,2591,1,29,1,-71
829,29,4046,0,24,0,44
830,12,632,0,28,1,-80
831,27,1311,0,24,0,-24
832,46,5354,1,29,1,2224
833,22,2997,0,22,0,-6
834,28,762,0,24,0,20
835,22,1410,1,28,0,8
836,36,3880,1,32,0,60
837,15,5390,0,27,0,439
838,22,2570,1,30,1,44
839,47,1580,0,25,1,78
840,0,2961,0,25,0,20
841,12,1205,1,29,0,-75
842,2,2891,0,27,1,-2
843,13,665,1,29,0,-66
844,15,4826,0,26,1,1206
845,20,2278,0,24,0,-24
846,36,2087,0,27,1,55
847,38,564,1,35,1,-105
848,1,2827,1,32,1,-131
849,33,3392,1,28,1,-188
850,13,1947,1,30,1,130
851,3,5489,0,27,0,-8
852,28,665,0,24,0,6
853,4,2923,1,32,0,0
854,20,1246,0,25,0,-13
855,25,2588,1,29,1,-428
856,32,7698,0,28,1,1927
857,37,1679,0,27,0,-299
858,39,2513,0,25,0,-40
859,8,1343,1,31,1,21
860,48,5131,0,26,0,47
861,5,1151,0,26,0,-6
862,12,4091,1,31,0,117
863,27,1503,1,28,0,-14
864,14,649,1,28,0,-29
865,6,1362,0,27,0,-60
866,2,773,1,28,0,-80
867,20,2753,0,26,0,61
868,48,1650,1,33,1,-70
869,5,1523,0,28,0,90
870,36,1873,0,26,1,17
871,49,882,0,27,0,-50
872,20,5332,0,27,0,716
873,20,820,0,25,0,-10
874,35,3794,0,28,1,379
875,25,4366,1,36,1,-428
876,42,1656,1,29,0,-25
877,19,2611,1,28,0,-39
878,36,1166,1,31,1,-72
879,0,3227,0,24,0,64
880,28,556,0,24,0,-21
881,36,1447,0,23,0,-44
882,48,1543,0,24,0,-4
883,15,3203,0,26,1,158
884,22,1146,0,23,0,-18
885,5,507,0,26,1,-55
886,18,10069,0,28,0,4372
887,33,784,0,25,1,-157
888,35,2332,1,32,1,228
889,11,3817,1,28,0,-45
890,38,1329,0,26,0,-44
891,43,4347,0,23,0,512
892,32,1502,0,28,1,-49
893,24,1078,1,28,0,-20
894,45,1813,0,26,0,-9
895,38,1376,0,26,1,-89
896,20,584,0,24,1,-45
897,31,657,0,26,0,-64
898,12,1127,1,29,1,-90
899,3,7843,1,30,0,290
900,45,2285,1,29,0,-65
901,15,1653,1,34,0,-30
902,33,527,0,20,0,-146
903,25,547,1,28,1,-422
904,8,913,1,33,0,-107
